label,message
spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693 08715500022 rpl stop 2 cnl
ham,dare stupid wont tell anything hear wont talk
ham,‘ give flying monkey wot think certainly ‘ mind friend mine
ham,2mro coming gym machan goodnight
ham,dun wear jean lor
ham,would smoking help u work difficult time
ham,nothing got msg frm tht unknown
ham,oh yeah forgot u take 2 shopping
ham,haha good hear im officially paid market 8th
ham,call later dont network urgnt sm
ham,im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheer
ham,know lab goggles went
ham,taste fish curry p
ham,im cool ta luv vtired 2 cause doin load planning wk got social service inspection nursery take care spk sn x
ham,early bird purchase yet
spam,latest news police station toilet stolen cop nothing go
ham,whats feathery bowa something guy dont know
spam,getting touch folk waiting company txt back name age opt enjoy community 150psms
spam,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx £150
ham,train back northampton im afraid
ham,ive told everything stop dont let get dehydrated
ham,whats happening gotten job begun registration permanent residency
ham,ill ltgt ok
ham,theoretically yeah could able come
ham,hey happened u switch ur cell whole day isnt good u care give call tomorrow
ham,6 ft good combination
ham,need say anything know outsider
spam,freemsg 1month unlimited free call activate smartcall txt call 68866 subscriptn3gbpwk unlimited call help 08448714184 stoptxt stop landlineonly
ham,information ikea spelled cap yelling thought left sitting bed among mess came said going got home class please dont try bullshit make want listen less
ham,time month mid time
ham,wat time liao still got
ham,good morning princess
ham,dont put stuff road keep getting slippery
ham,dear chechi talk
ham,ok r meeting later
ham,webpage available
spam,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
ham,wot u 2 bitch
ham,ü come lt 25 n pas lar
ham,sorry missed call please call back
ham,forgot working today wan na chat thing ok drop text youre free bored etc ill ring hope well nose essay xx
ham,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola
ham,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh
spam,urgent mobile number awarded £2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs
ham,havent seen facebook huh lol
ham,kkhow much cost
spam,got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozadecoukwrc itcould u
spam,rct thnq adrian u text rgds vatian
ham,cool text head
ham,thats necessarily respectful
ham,1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting
ham,wa ur openin sentence formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happened
ham,ryder unsoldnow gibbs
spam,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tc
spam,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate
ham,norm tomorrow finish 415 co st test need sort library stuff point tomo got letter today access til end march better get move
ham,ü wait 4 sch finish ard 5
ham,wan na watch movie
spam,private 2003 account statement show 800 unredeemed sim point call 08718738001 identifier code 49557 expires 261104
ham,cant pick phone right pls send message
ham,ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk 2 u sn lot lovejen xxx
ham,hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss
ham,yup ok
ham,im ok part tomorrow
ham,every mondaynxt week vl completing
spam,private 2003 account statement fone show 800 unredeemed point call 08715203656 identifier code 42049 expires 261004
ham,really need shit tomorrow know wont awake like 6
ham,ofcourse also upload song
ham,spoon okay
spam,83039 62735£450 uk break accommodationvouchers term condition apply 2 claim mustprovide claim number 15541
spam,private 2004 account statement 0784987 show 786 unredeemed bonus point claim call 08719180219 identifier code 45239 expires 060505
ham,got got 2 colour lor one colour quite light n e darker lor actually im done shes styling hair
spam,guess ithis first time created web page wwwasjesuscom read wrote im waiting opinion want friend 11
ham,im fine hope also
ham,yunny im walking citylink ü faster come hungry
spam,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
ham,stupidits possible
ham,sbut luck2 catch put
ham,okie
ham,dear reached railway happen
ham,sry dajst nw came home
ham,ok lor early still project meeting
spam,contacted dating service someone know find call land line 09050000878 pobox45w2tg150p
ham,hi happy birthday hi hi hi hi hi hi hi
ham,mmmmm sooooo good wake word morning love mmmm fuck love lion devouring kiss across sea
ham,k ill work something
ham,missing toopray inshah allah
ham,need drug anymore
ham,piggy r u awake bet ure still sleeping im going 4 lunch
ham,well must pain catch
spam,forwarded 21870000hi mailbox messaging sm alert 4 message 21 match please call back 09056242159 retrieve message match
ham,ya ok vikky vl c witin ltgt min il reply u
ham,also thk fast xy suggest one u dun wan ok going 2 rain leh got gd
ham,thanx u darlinim cool thanx bday drink 2 nite 2morrow take care c u soonxxx
ham,dog must always wait till end day word run time cell already
ham,havent found way get another app phone eh go net cafe take job geeee need babe crave see
ham,practising curtsey
ham,think ive fixed send test message
ham,looking
ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
ham,donno scorable
spam,today vodafone number ending 0089my last four digit selected received £350 award number match please call 09063442151 claim £350 award
ham,audrie lousy autocorrect
ham,hi im sorry missed call pls call back
spam,call germany 1 penny per minute call fixed line via access number 0844 861 85 85 prepayment direct access
ham,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
ham,need stop going bed make fucking dealing
ham,dled 3d imp
ham,hiya last night ive naughty bought clothes little ready shopping tho kind time wan na meet
ham,life style garment account please
ham,consider wall bunker shit important never play peaceful guess place high enough dont matter
ham,knowthis week im going tirunelvai da
ham,miss ya need ya want ya love ya
ham,didnt tell thatnow im thinking plus he going stop run
ham,1 dont number 2 gon na massive pain as id rather get involved thats possible
ham,nimbomsons yep phone know one obviously co thats real word
ham,new year eve ok went party boyfriend si hey
ham,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want 10 man gang bang
ham,stop calling everyone saying might cancer throat hurt talk cant answering everyones call get one call im babysitting monday
ham,monday next week give full gist
ham,want custom officer discount oh
spam,mobile 10 mths update latest cameravideo phone free keep ur number get extra free minstexts text yes call
ham,future planned tomorrow result today best present enjoy future
spam,urgent trying contact u today draw show £800 prize guaranteed call 09050003091 land line claim c52 valid12hrs
ham,still around looking pick later
spam,private 2003 account statement show 800 unredeemed point call 08719899230 identifier code 41685 expires 071104
ham,real tho suck cant even cook whole electricity im hungry
ham,released another italian one today cosign option
ham,guy go see movie side
ham,hope feeling great pls fill abiola
ham,kent vale lor ü wait 4 ar
ham,convey regard
ham,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc
ham,happy birthday may u find ur prince charming soon n dun work hard
ham,happen dear tell
ham,india win level series mean record
ham,yes glad made
ham,askd u question hour answer
ham,ffffffffff alright way meet sooner
spam,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
ham,hi missed call mumhas beendropping red wine theplace adress
spam,want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk largest dogging network bt txting gravel 69888 nt ec2a 31pmsg150p
ham,hi im always online yahoo would like chat someday
ham,came hostel
ham,sad puppy noise
ham,sorry chikku cell got problem thts nt able reply u msg u
ham,blank blank wat blank lol
spam,dear uve invited xchat final attempt contact u txt chat 86688
ham,ya cant display internal sub got ta extract
ham,hey babe saw came online second disappeared happened
ham,ela kanoil download come wen ur free
ham,supposed meet discus abt trip thought xuhui told afternoon thought go lesson
spam,urgent urgent 800 free flight europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm
ham,told accenture confirm true
ham,get ready put excellent sub face
ham,shes drinkin im ok
ham,dunno da next show aft 6 850 toa payoh got 650
ham,bank say money
ham,yes princess want please every night wish command
spam,74355 xmas iscoming ur awarded either £500 cd gift voucher free entry 2 r £100 weekly draw txt music 87066 tnc
spam,hi babe jordan r u im home abroad lonely text back u wan na chat xxsp visionsmscom text stop stopcost 150p 08712400603
ham,ok thanx
spam,urgent important information o2 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
